# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Dec  7 05:41:49 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
#
pl_name,hostname,default_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim
Kepler-1485 b,Kepler-1485,1,19.91577250,0.00012840,-0.00012840,0,1.470,0.240,-0.140,0
Kepler-1486 b,Kepler-1486,1,54.64957590,0.00098250,-0.00098250,0,2.320,0.580,-0.290,0
Kepler-1487 b,Kepler-1487,1,7.31946363,0.00004683,-0.00004683,0,2.130,0.850,-0.450,0
Kepler-1487 c,Kepler-1487,1,35.80071120,0.00037130,-0.00037130,0,7.970,1.390,-2.770,0
Kepler-1488 b,Kepler-1488,1,39.81899320,0.00029070,-0.00029070,0,1.860,0.420,-0.370,0
Kepler-1488 c,Kepler-1488,1,6.15826988,,,0,1.652,,,0
Kepler-1489 b,Kepler-1489,1,82.29475100,0.00179900,-0.00179900,0,1.770,0.230,-0.180,0
Kepler-1489 c,Kepler-1489,1,0.68074100,0.00000400,-0.00000400,0,0.510,0.080,-0.080,0
Kepler-149 b,Kepler-149,1,29.19894300,0.00004100,-0.00004100,0,4.210,0.600,-0.600,0
Kepler-149 c,Kepler-149,1,55.32832800,0.00194600,-0.00194600,0,1.610,0.240,-0.240,0
Kepler-149 d,Kepler-149,1,160.01803200,0.00109600,-0.00109600,0,3.960,0.680,-0.680,0
Kepler-1490 b,Kepler-1490,1,92.43629730,0.00090420,-0.00090420,0,3.040,0.370,-0.630,0
Kepler-1491 b,Kepler-1491,1,16.58617620,0.00022140,-0.00022140,0,1.510,0.350,-0.140,0
Kepler-1491 c,Kepler-1491,1,61.56976500,0.00180400,-0.00180400,0,2.440,0.390,-0.530,0
Kepler-1492 b,Kepler-1492,1,16.75255007,0.00006460,-0.00006460,0,1.490,0.280,-0.160,0
Kepler-1493 b,Kepler-1493,1,15.02179830,0.00010750,-0.00010750,0,1.410,0.270,-0.230,0
Kepler-1494 b,Kepler-1494,1,91.08048200,0.00176900,-0.00176900,0,3.070,0.460,-0.570,0
Kepler-1495 b,Kepler-1495,1,85.27325600,0.00195400,-0.00195400,0,2.940,0.720,-0.320,0
Kepler-1496 b,Kepler-1496,1,64.65880170,0.00078000,-0.00078000,0,2.220,0.910,-0.360,0
Kepler-1497 b,Kepler-1497,1,8.74199772,0.00008621,-0.00008621,0,1.660,0.290,-0.160,0
Kepler-1498 b,Kepler-1498,1,48.05140500,0.00093310,-0.00093310,0,1.330,0.110,-0.090,0
Kepler-1499 b,Kepler-1499,1,44.20080000,0.00065530,-0.00065530,0,1.190,0.250,-0.140,0
Kepler-15 b,Kepler-15,1,4.94278200,0.00000130,-0.00000130,0,10.760,0.670,-0.780,0
Kepler-150 b,Kepler-150,1,3.42805400,0.00002600,-0.00002600,0,1.250,0.190,-0.190,0
Kepler-150 c,Kepler-150,1,7.38199800,0.00001000,-0.00001000,0,3.690,0.590,-0.590,0
Kepler-150 d,Kepler-150,1,12.56093000,0.00003600,-0.00003600,0,2.790,0.410,-0.410,0
Kepler-150 e,Kepler-150,1,30.82655700,0.00019900,-0.00019900,0,3.120,0.550,-0.550,0
Kepler-150 f,Kepler-150,1,637.20930000,0.01690000,-0.01540000,0,3.640,0.520,-0.390,0
Kepler-1500 b,Kepler-1500,1,15.03301050,0.00016120,-0.00016120,0,1.200,0.220,-0.150,0
Kepler-1501 b,Kepler-1501,1,14.55645330,0.00011210,-0.00011210,0,1.560,0.680,-0.250,0
Kepler-1502 b,Kepler-1502,1,41.70836290,0.00034850,-0.00034850,0,3.180,1.120,-0.640,0
Kepler-1503 b,Kepler-1503,1,96.16987000,0.00118000,-0.00118000,0,2.270,0.190,-0.230,0
Kepler-1504 b,Kepler-1504,1,82.30400300,0.00159300,-0.00159300,0,2.130,0.230,-0.190,0
Kepler-1505 b,Kepler-1505,1,30.86093660,0.00022520,-0.00022520,0,0.930,0.050,-0.050,0
Kepler-1506 b,Kepler-1506,1,14.03291540,0.00028110,-0.00028110,0,1.320,0.190,-0.130,0
Kepler-1507 b,Kepler-1507,1,16.05062130,0.00014470,-0.00014470,0,0.840,0.090,-0.090,0
Kepler-1508 b,Kepler-1508,1,20.70565040,0.00054990,-0.00054990,0,1.330,0.530,-0.260,0
Kepler-1509 b,Kepler-1509,1,25.43381970,0.00031140,-0.00031140,0,1.850,0.370,-0.160,0
Kepler-151 b,Kepler-151,1,15.22895800,0.00003000,-0.00003000,0,3.060,1.530,-1.530,0
Kepler-151 c,Kepler-151,1,24.67461200,0.00010600,-0.00010600,0,2.090,1.040,-1.040,0
Kepler-1510 b,Kepler-1510,1,84.70392100,0.00189600,-0.00189600,0,3.360,1.230,-0.560,0
Kepler-1511 b,Kepler-1511,1,23.23827920,0.00022200,-0.00022200,0,1.680,0.690,-0.240,0
Kepler-1512 b,Kepler-1512,1,20.35972599,0.00005874,-0.00005874,0,1.180,0.070,-0.110,0
Kepler-1513 b,Kepler-1513,1,160.88420000,0.00110000,-0.00280000,0,8.594,0.036,-0.022,0
Kepler-1513 c,Kepler-1513,1,841.40000000,8.10000000,-5.30000000,0,,,,
Kepler-1514 b,Kepler-1514,1,217.83184000,0.00012000,-0.00012000,0,12.420,0.258,-0.258,0
Kepler-1514 c,Kepler-1514,1,10.51418100,0.00003900,-0.00003900,0,1.176,0.057,-0.044,0
Kepler-1515 b,Kepler-1515,1,214.31141640,0.00012750,-0.00012750,0,9.550,0.770,-0.640,0
Kepler-1516 b,Kepler-1516,1,7.25931979,0.00003612,-0.00003612,0,1.750,0.490,-0.190,0
Kepler-1517 b,Kepler-1517,1,5.54608367,0.00000709,-0.00000709,0,9.760,2.790,-1.930,0
Kepler-1518 b,Kepler-1518,1,5.11177904,0.00005083,-0.00005083,0,3.050,0.920,-0.630,0
Kepler-1518 c,Kepler-1518,1,9.63102580,0.00012570,-0.00012570,0,2.900,0.820,-0.680,0
Kepler-1519 b,Kepler-1519,1,240.79893970,0.00061170,-0.00061170,0,7.060,0.810,-0.540,0
Kepler-152 b,Kepler-152,1,18.20797300,0.00002300,-0.00002300,0,2.790,0.170,-0.170,0
Kepler-152 c,Kepler-152,1,88.25505500,0.00030900,-0.00030900,0,2.390,0.160,-0.160,0
Kepler-1520 b,Kepler-1520,1,0.65355357,0.00000016,-0.00000016,0,5.770,0.220,-0.300,0
Kepler-1521 b,Kepler-1521,1,47.14840805,0.00007919,-0.00007919,0,2.500,0.090,-0.100,0
Kepler-1522 b,Kepler-1522,1,1.84788917,0.00000272,-0.00000272,0,1.730,0.230,-0.140,0
Kepler-1523 b,Kepler-1523,1,0.93875077,0.00000116,-0.00000116,0,1.580,0.270,-0.150,0
Kepler-1524 b,Kepler-1524,1,70.96746030,0.00017230,-0.00017230,0,3.540,1.470,-0.540,0
Kepler-1525 b,Kepler-1525,1,2.41660118,0.00000528,-0.00000528,0,0.910,0.060,-0.040,0
Kepler-1526 b,Kepler-1526,1,3.90863200,0.00000740,-0.00000740,0,2.430,0.090,-0.390,0
Kepler-1527 b,Kepler-1527,1,160.12991800,0.00174200,-0.00174200,0,4.770,1.950,-0.750,0
Kepler-1528 b,Kepler-1528,1,1.79111021,0.00000770,-0.00000770,0,1.460,0.250,-0.130,0
Kepler-1529 b,Kepler-1529,1,5.33905686,0.00001277,-0.00001277,0,2.100,0.150,-0.110,0
Kepler-153 b,Kepler-153,1,18.87022700,0.00003900,-0.00003900,0,2.920,1.760,-1.760,0
Kepler-153 c,Kepler-153,1,46.90232000,0.00021500,-0.00021500,0,2.530,1.520,-1.520,0
Kepler-1530 b,Kepler-1530,1,2.59044340,0.00017150,-0.00017150,0,1.640,0.210,-0.110,0
Kepler-1530 c,Kepler-1530,1,5.32274060,0.00063310,-0.00063310,0,1.650,0.240,-0.110,0
Kepler-1530 d,Kepler-1530,1,9.20761013,,,0,3.279,,,0
Kepler-1531 b,Kepler-1531,1,1.13854338,0.00000259,-0.00000259,0,1.110,0.480,-0.180,0
Kepler-1532 b,Kepler-1532,1,1.09366356,0.00000216,-0.00000216,0,1.350,0.180,-0.120,0
Kepler-1533 b,Kepler-1533,1,308.54710000,0.00241500,-0.00241500,0,3.460,1.490,-0.680,0
Kepler-1534 b,Kepler-1534,1,5.71668872,0.00002925,-0.00002925,0,1.890,0.220,-0.150,0
Kepler-1535 b,Kepler-1535,1,138.94420000,0.00121400,-0.00121400,0,2.550,0.250,-0.190,0
Kepler-1536 b,Kepler-1536,1,364.75803100,0.00582000,-0.00582000,0,3.140,0.360,-0.530,0
Kepler-1537 b,Kepler-1537,1,1.44445380,0.00000233,-0.00000233,0,1.180,0.060,-0.090,0
Kepler-1538 b,Kepler-1538,1,175.13881900,0.00280700,-0.00280700,0,2.820,0.700,-0.310,0
Kepler-1539 b,Kepler-1539,1,133.30367410,0.00088430,-0.00088430,0,2.700,0.190,-0.150,0
Kepler-154 b,Kepler-154,1,33.04053200,0.00021500,-0.00021500,0,2.260,0.440,-0.440,0
Kepler-154 c,Kepler-154,1,62.30327600,0.00040600,-0.00040600,0,2.950,0.620,-0.620,0
Kepler-154 d,Kepler-154,1,20.54981883,0.00002572,-0.00002572,0,3.840,0.320,-0.240,0
Kepler-154 e,Kepler-154,1,3.93276465,0.00001225,-0.00001225,0,1.500,0.140,-0.120,0
Kepler-154 f,Kepler-154,1,9.91935684,0.00007788,-0.00007788,0,1.500,0.340,-0.210,0
Kepler-1540 b,Kepler-1540,1,125.41311770,0.00041890,-0.00041890,0,2.490,0.190,-0.140,0
Kepler-1541 b,Kepler-1541,1,8.40691199,0.00002698,-0.00002698,0,1.160,0.100,-0.080,0
Kepler-1542 b,Kepler-1542,1,3.95116882,0.00001633,-0.00001633,0,0.760,0.110,-0.080,0
Kepler-1542 c,Kepler-1542,1,2.89223021,0.00001472,-0.00001472,0,0.650,0.090,-0.060,0
Kepler-1542 d,Kepler-1542,1,5.99273738,0.00002260,-0.00002260,0,0.870,0.120,-0.090,0
Kepler-1542 e,Kepler-1542,1,5.10115756,0.00002409,-0.00002409,0,0.760,0.100,-0.080,0
Kepler-1543 b,Kepler-1543,1,6.96710269,0.00003285,-0.00003285,0,2.710,1.210,-0.510,0
Kepler-1544 b,Kepler-1544,1,168.81117400,0.00127100,-0.00127100,0,1.780,0.090,-0.070,0
Kepler-1545 b,Kepler-1545,1,163.69234900,0.00138300,-0.00138300,0,2.700,0.220,-0.180,0
Kepler-1546 b,Kepler-1546,1,19.59749710,0.00014070,-0.00014070,0,3.130,0.580,-0.340,0
Kepler-1547 b,Kepler-1547,1,0.69297968,0.00000149,-0.00000149,0,0.900,0.280,-0.120,0
Kepler-1548 b,Kepler-1548,1,124.82867900,0.00152400,-0.00152400,0,2.640,0.540,-0.210,0
Kepler-1549 b,Kepler-1549,1,214.88654500,0.00311100,-0.00311100,0,2.570,0.220,-0.200,0
Kepler-155 b,Kepler-155,1,5.93119400,0.00000800,-0.00000800,0,2.090,0.210,-0.210,0
Kepler-155 c,Kepler-155,1,52.66179300,0.00023600,-0.00023600,0,2.240,0.150,-0.150,0
Kepler-1550 b,Kepler-1550,1,225.58280900,0.00384600,-0.00384600,0,3.020,0.710,-0.380,0
Kepler-1551 b,Kepler-1551,1,24.49736980,0.00020940,-0.00020940,0,2.660,0.910,-0.420,0
Kepler-1552 b,Kepler-1552,1,184.77185300,0.00154600,-0.00154600,0,2.470,0.110,-0.100,0
Kepler-1553 b,Kepler-1553,1,4.24261881,0.00002781,-0.00002781,0,1.150,0.100,-0.090,0
Kepler-1554 b,Kepler-1554,1,198.08877400,0.00245600,-0.00245600,0,2.900,0.230,-0.270,0
Kepler-1555 b,Kepler-1555,1,8.10501635,0.00008122,-0.00008122,0,1.610,0.460,-0.170,0
Kepler-1556 b,Kepler-1556,1,8.82713457,0.00004025,-0.00004025,0,1.960,0.400,-0.150,0
Kepler-1557 b,Kepler-1557,1,3.74032496,0.00002165,-0.00002165,0,1.530,0.500,-0.210,0
Kepler-1558 b,Kepler-1558,1,3.50470358,0.00001612,-0.00001612,0,0.680,0.060,-0.040,0
Kepler-1559 b,Kepler-1559,1,0.97191543,0.00000379,-0.00000379,0,0.720,0.070,-0.050,0
Kepler-156 b,Kepler-156,1,4.97345600,0.00000800,-0.00000800,0,2.300,0.170,-0.170,0
Kepler-156 c,Kepler-156,1,15.90680100,0.00004500,-0.00004500,0,2.550,0.190,-0.190,0
Kepler-1560 b,Kepler-1560,1,3.03195744,0.00001306,-0.00001306,0,0.890,0.180,-0.090,0
Kepler-1561 b,Kepler-1561,1,1.00520701,0.00000510,-0.00000510,0,1.090,0.260,-0.180,0
Kepler-1562 b,Kepler-1562,1,64.27377520,0.00071410,-0.00071410,0,3.550,1.000,-0.420,0
Kepler-1563 b,Kepler-1563,1,3.43276598,0.00002976,-0.00002976,0,0.750,0.120,-0.080,0
Kepler-1564 b,Kepler-1564,1,18.05403810,0.00019190,-0.00019190,0,1.470,0.190,-0.130,0
Kepler-1565 b,Kepler-1565,1,1.53818844,0.00000686,-0.00000686,0,1.190,0.080,-0.120,0
Kepler-1566 b,Kepler-1566,1,0.53991524,0.00000135,-0.00000135,0,0.790,0.080,-0.050,0
Kepler-1567 b,Kepler-1567,1,153.97957800,0.00178500,-0.00178500,0,2.730,0.400,-0.230,0
Kepler-1568 b,Kepler-1568,1,20.92539200,0.00025210,-0.00025210,0,1.300,0.210,-0.150,0
Kepler-1569 b,Kepler-1569,1,5.79180156,0.00003622,-0.00003622,0,1.680,0.730,-0.310,0
Kepler-157 b,Kepler-157,1,1.73234200,0.00000600,-0.00000600,0,1.320,0.260,-0.260,0
Kepler-157 c,Kepler-157,1,13.54050000,0.00004900,-0.00004900,0,2.240,0.430,-0.430,0
Kepler-157 d,Kepler-157,1,7.02573474,0.00002388,-0.00002388,0,1.460,0.160,-0.100,0
Kepler-1570 b,Kepler-1570,1,26.54895500,0.00030470,-0.00030470,0,1.070,0.190,-0.100,0
Kepler-1571 b,Kepler-1571,1,3.38555488,0.00001595,-0.00001595,0,1.520,0.680,-0.340,0
Kepler-1572 b,Kepler-1572,1,5.49548621,0.00002920,-0.00002920,0,0.940,0.190,-0.080,0
Kepler-1573 b,Kepler-1573,1,2.61575540,0.00001498,-0.00001498,0,1.200,0.230,-0.110,0
Kepler-1574 b,Kepler-1574,1,6.94243340,0.00006006,-0.00006006,0,1.290,0.280,-0.150,0
Kepler-1575 b,Kepler-1575,1,2.55314213,0.00001304,-0.00001304,0,1.310,0.200,-0.130,0
Kepler-1576 b,Kepler-1576,1,6.98471973,0.00005940,-0.00005940,0,1.040,0.290,-0.130,0
Kepler-1577 b,Kepler-1577,1,6.30560247,0.00003666,-0.00003666,0,1.130,0.050,-0.110,0
Kepler-1578 b,Kepler-1578,1,1.45088691,0.00000695,-0.00000695,0,1.040,0.110,-0.110,0
Kepler-1579 b,Kepler-1579,1,0.84990789,0.00000293,-0.00000293,0,0.840,0.060,-0.050,0
Kepler-158 b,Kepler-158,1,16.70918400,0.00006400,-0.00006400,0,2.120,0.360,-0.360,0
Kepler-158 c,Kepler-158,1,28.55138300,0.00014000,-0.00014000,0,1.900,0.300,-0.300,0
Kepler-158 d,Kepler-158,1,0.64508800,0.00000200,-0.00000200,0,0.430,0.050,-0.050,0
Kepler-1580 b,Kepler-1580,1,56.64492790,0.00085250,-0.00085250,0,2.110,0.300,-0.310,0
Kepler-1581 b,Kepler-1581,1,6.28385491,0.00004246,-0.00004246,0,0.800,0.140,-0.090,0
Kepler-1582 b,Kepler-1582,1,4.83817712,0.00008840,-0.00008840,0,1.490,0.170,-0.140,0
Kepler-1583 b,Kepler-1583,1,9.32807355,0.00008851,-0.00008851,0,0.600,0.090,-0.050,0
Kepler-1584 b,Kepler-1584,1,13.39970990,0.00015700,-0.00015700,0,1.610,0.400,-0.210,0
Kepler-1585 b,Kepler-1585,1,3.58274630,0.00001739,-0.00001739,0,1.790,0.250,-0.160,0
Kepler-1586 b,Kepler-1586,1,15.60492120,0.00013650,-0.00013650,0,1.520,0.650,-0.340,0
Kepler-1587 b,Kepler-1587,1,9.40604670,0.00013760,-0.00013760,0,1.330,0.470,-0.240,0
Kepler-1588 b,Kepler-1588,1,7.84931739,0.00009456,-0.00009456,0,0.760,0.110,-0.070,0
Kepler-1589 b,Kepler-1589,1,0.99166527,0.00000784,-0.00000784,0,1.090,0.440,-0.170,0
Kepler-159 b,Kepler-159,1,10.13962300,0.00002200,-0.00002200,0,2.380,0.180,-0.180,0
Kepler-159 c,Kepler-159,1,43.59579200,0.00012500,-0.00012500,0,3.410,0.280,-0.280,0
Kepler-1590 b,Kepler-1590,1,7.61760804,0.00004334,-0.00004334,0,1.140,0.340,-0.150,0
Kepler-1591 b,Kepler-1591,1,8.18504949,0.00007831,-0.00007831,0,1.270,0.410,-0.190,0
Kepler-1592 b,Kepler-1592,1,3.05710069,0.00002334,-0.00002334,0,1.540,0.700,-0.280,0
Kepler-1593 b,Kepler-1593,1,174.50983500,0.00185200,-0.00185200,0,3.170,0.300,-0.280,0
Kepler-1594 b,Kepler-1594,1,2.71603809,0.00001355,-0.00001355,0,1.060,0.260,-0.120,0
Kepler-1595 b,Kepler-1595,1,4.56380468,0.00003240,-0.00003240,0,1.230,0.090,-0.100,0
Kepler-1596 b,Kepler-1596,1,66.37337900,0.00147600,-0.00147600,0,1.900,0.250,-0.170,0
Kepler-1597 b,Kepler-1597,1,2.94654179,0.00003471,-0.00003471,0,1.060,0.470,-0.170,0
Kepler-1598 b,Kepler-1598,1,4.34195123,0.00002827,-0.00002827,0,0.950,0.280,-0.100,0
Kepler-1599 b,Kepler-1599,1,122.36355300,0.00896800,-0.00896800,0,1.620,0.330,-0.230,0
Kepler-16 b,Kepler-16,1,228.77600000,0.02000000,-0.03700000,0,8.449,0.029,-0.029,0
Kepler-160 b,Kepler-160,1,4.30939700,0.00001300,-0.00001200,0,1.715,0.061,-0.047,0
Kepler-160 c,Kepler-160,1,13.69942900,0.00001800,-0.00001800,0,3.760,0.230,-0.090,0
Kepler-160 d,Kepler-160,1,30.00000000,20.00000000,-23.00000000,0,,,,
Kepler-1600 b,Kepler-1600,1,386.37054800,0.00859100,-0.00859100,0,3.130,0.280,-0.170,0
Kepler-1600 c,Kepler-1600,1,7.29804993,,,0,1.942,,,0
Kepler-1601 b,Kepler-1601,1,2.20921951,0.00001510,-0.00001510,0,0.820,0.240,-0.110,0
Kepler-1602 b,Kepler-1602,1,11.17931605,0.00007504,-0.00007504,0,1.340,0.580,-0.230,0
Kepler-1603 b,Kepler-1603,1,2.27163926,0.00002336,-0.00002336,0,1.290,0.470,-0.190,0
Kepler-1604 b,Kepler-1604,1,0.68368426,0.00000063,-0.00000063,0,1.410,0.190,-0.110,0
Kepler-1605 b,Kepler-1605,1,85.75654950,0.00061610,-0.00061610,0,1.080,0.090,-0.080,0
Kepler-1606 b,Kepler-1606,1,196.43522400,0.00393500,-0.00393500,0,2.070,0.230,-0.150,0
Kepler-1607 b,Kepler-1607,1,13.64736760,0.00021020,-0.00021020,0,0.920,0.330,-0.140,0
Kepler-1608 b,Kepler-1608,1,16.47356860,0.00016980,-0.00016980,0,1.730,0.160,-0.190,0
Kepler-1609 b,Kepler-1609,1,114.34219000,0.00409700,-0.00409700,0,2.220,0.900,-0.320,0
Kepler-161 b,Kepler-161,1,4.92135500,0.00000600,-0.00000600,0,2.120,0.140,-0.140,0
Kepler-161 c,Kepler-161,1,7.06424000,0.00001100,-0.00001100,0,2.050,0.150,-0.150,0
Kepler-1610 b,Kepler-1610,1,8.70181574,0.00008315,-0.00008315,0,1.610,0.190,-0.130,0
Kepler-1610 c,Kepler-1610,1,44.98518850,0.00048730,-0.00048730,0,2.090,0.350,-0.210,0
Kepler-1611 b,Kepler-1611,1,5.17624290,0.00005826,-0.00005826,0,0.810,0.160,-0.070,0
Kepler-1612 b,Kepler-1612,1,3.91795101,0.00002727,-0.00002727,0,1.030,0.180,-0.110,0
Kepler-1613 b,Kepler-1613,1,1.51842990,0.00019910,-0.00019910,0,2.080,0.440,-0.510,0
Kepler-1614 b,Kepler-1614,1,3.94661410,0.00003022,-0.00003022,0,1.490,0.120,-0.150,0
Kepler-1615 b,Kepler-1615,1,47.31261920,0.00085930,-0.00085930,0,2.060,0.480,-0.580,0
Kepler-1616 b,Kepler-1616,1,6.76284377,0.00006948,-0.00006948,0,1.020,0.470,-0.150,0
Kepler-1617 b,Kepler-1617,1,27.47855720,0.00050780,-0.00050780,0,1.200,0.370,-0.160,0
Kepler-1618 b,Kepler-1618,1,6.10826019,0.00008991,-0.00008991,0,1.260,0.520,-0.240,0
Kepler-1619 b,Kepler-1619,1,23.62259130,0.00054200,-0.00054200,0,0.760,0.150,-0.080,0
Kepler-162 b,Kepler-162,1,6.91979800,0.00005200,-0.00005200,0,1.260,0.670,-0.670,0
Kepler-162 c,Kepler-162,1,19.44635500,0.00004500,-0.00004500,0,3.030,1.630,-1.630,0
Kepler-1620 b,Kepler-1620,1,101.95182900,0.00157200,-0.00157200,0,1.610,0.640,-0.270,0
Kepler-1621 b,Kepler-1621,1,92.26371400,0.00238500,-0.00238500,0,2.160,0.800,-0.370,0
Kepler-1622 b,Kepler-1622,1,10.81187370,0.00010090,-0.00010090,0,1.470,0.680,-0.270,0
Kepler-1623 b,Kepler-1623,1,4.36128348,0.00002698,-0.00002698,0,1.310,0.310,-0.180,0
Kepler-1624 b,Kepler-1624,1,3.29030452,0.00000456,-0.00000456,0,5.700,0.390,-0.460,0
Kepler-1625 b,Kepler-1625,1,287.37894900,0.00298300,-0.00298300,0,6.060,0.870,-0.530,0
Kepler-1626 b,Kepler-1626,1,4.13962966,0.00002851,-0.00002851,0,2.020,0.660,-0.430,0
Kepler-1627 b,Kepler-1627,1,7.20283653,0.00008773,-0.00008773,0,3.690,0.490,-0.410,0
Kepler-1628 b,Kepler-1628,1,76.37803300,0.00183300,-0.00183300,0,6.430,0.940,-0.510,0
Kepler-1629 b,Kepler-1629,1,3.87595807,0.00002379,-0.00002379,0,0.770,0.150,-0.080,0
Kepler-163 b,Kepler-163,1,7.81093700,0.00010700,-0.00010700,0,1.050,0.440,-0.440,0
Kepler-163 c,Kepler-163,1,21.34726200,0.00008100,-0.00008100,0,2.260,0.940,-0.940,0
Kepler-1630 b,Kepler-1630,1,509.99740200,0.00325600,-0.00325600,0,2.190,0.200,-0.100,0
Kepler-1631 b,Kepler-1631,1,4.09513932,0.00003048,-0.00003048,0,1.350,0.200,-0.150,0
Kepler-1632 b,Kepler-1632,1,448.30355800,0.00416400,-0.00416400,0,2.470,0.840,-0.350,0
Kepler-1633 b,Kepler-1633,1,186.40427100,0.00588600,-0.00588600,0,1.580,0.650,-0.250,0
Kepler-1634 b,Kepler-1634,1,374.87623900,0.00710700,-0.00710700,0,3.190,0.520,-0.600,0
Kepler-1635 b,Kepler-1635,1,469.63111000,0.01246000,-0.01246000,0,3.640,0.330,-0.670,0
Kepler-1636 b,Kepler-1636,1,425.47785000,0.01122000,-0.01122000,0,3.230,0.760,-0.350,0
Kepler-1637 b,Kepler-1637,1,6.10960324,0.00006485,-0.00006485,0,0.890,0.180,-0.090,0
Kepler-1638 b,Kepler-1638,1,259.33683000,0.01303000,-0.01303000,0,1.870,0.330,-0.220,0
Kepler-1639 b,Kepler-1639,1,9.87848200,0.00217100,-0.00217100,0,2.580,0.790,-0.340,0
Kepler-164 b,Kepler-164,1,5.03503000,0.00002700,-0.00002700,0,1.410,0.280,-0.280,0
Kepler-164 c,Kepler-164,1,10.94572300,0.00002900,-0.00002900,0,2.730,0.520,-0.520,0
Kepler-164 d,Kepler-164,1,28.98676900,0.00016200,-0.00016200,0,2.450,0.470,-0.470,0
Kepler-164 e,Kepler-164,1,94.88690200,0.00121600,-0.00121600,0,4.240,0.690,-0.560,0
Kepler-1640 b,Kepler-1640,1,7.58441260,0.00038660,-0.00038660,0,4.820,2.480,-0.800,0
Kepler-1641 b,Kepler-1641,1,19.67226600,0.00111000,-0.00111000,0,3.110,1.130,-0.580,0
Kepler-1641 c,Kepler-1641,1,32.65721200,0.00309900,-0.00309900,0,2.950,0.980,-0.490,0
Kepler-1642 b,Kepler-1642,1,12.20575130,0.00051010,-0.00051010,0,3.200,0.340,-0.250,0
Kepler-1642 c,Kepler-1642,1,6.65138020,0.00032270,-0.00032270,0,2.660,0.290,-0.210,0
Kepler-1643 b,Kepler-1643,1,5.34265700,0.00001010,-0.00001010,0,2.320,0.130,-0.130,0
Kepler-1644 b,Kepler-1644,1,21.09077580,0.00011140,-0.00011140,0,1.880,0.520,-0.160,0
Kepler-1645 b,Kepler-1645,1,16.17795610,0.00010690,-0.00010690,0,1.780,0.430,-0.200,0
Kepler-1646 b,Kepler-1646,1,4.48558383,0.00001050,-0.00001050,0,1.230,0.280,-0.240,0
Kepler-1647 b,Kepler-1647,1,1107.59230000,0.02270000,-0.02270000,0,11.874,0.138,-0.138,0
Kepler-1649 b,Kepler-1649,1,8.68909900,0.00002500,-0.00002500,0,1.017,0.051,-0.051,0
Kepler-1649 c,Kepler-1649,1,19.53527000,0.00010000,-0.00010000,0,1.060,0.150,-0.100,0
Kepler-165 b,Kepler-165,1,8.18084800,0.00002600,-0.00002600,0,2.320,1.410,-1.410,0
Kepler-165 c,Kepler-165,1,15.31299000,0.00005700,-0.00005700,0,2.230,1.350,-1.350,0
Kepler-1650 b,Kepler-1650,1,1.53818001,0.00000155,-0.00000154,0,0.960,0.110,-0.100,0
Kepler-1651 b,Kepler-1651,1,9.87863917,0.00001067,-0.00001010,0,1.840,0.110,-0.110,0
Kepler-1652 b,Kepler-1652,1,38.09722000,0.00021000,-0.00021000,0,1.600,0.180,-0.180,0
Kepler-1653 b,Kepler-1653,1,140.25240000,0.00300000,-0.00300000,0,2.170,0.160,-0.230,0
Kepler-1654 b,Kepler-1654,1,1047.83560000,0.00180000,-0.00190000,0,9.180,0.213,-0.191,0
Kepler-1655 b,Kepler-1655,1,11.87287870,0.00000850,-0.00000850,0,2.213,0.082,-0.082,0
Kepler-1656 b,Kepler-1656,1,31.56200000,0.01100000,-0.01100000,0,,,,
Kepler-1656 c,Kepler-1656,1,1919.00000000,27.00000000,-24.00000000,0,,,,
Kepler-1658 b,Kepler-1658,1,3.84937278,0.00000080,-0.00000080,0,11.994,0.560,-0.560,0
Kepler-166 b,Kepler-166,1,7.65025400,0.00001200,-0.00001200,0,2.270,1.170,-1.170,0
Kepler-166 c,Kepler-166,1,34.26028100,0.00012400,-0.00012400,0,2.380,1.230,-1.230,0
Kepler-166 d,Kepler-166,1,1.55400393,0.00000144,-0.00000144,0,1.730,0.150,-0.100,0
Kepler-1660 AB b,Kepler-1660 A,1,239.50440000,0.06860000,-0.06860000,0,,,,
Kepler-1661 b,Kepler-1661,1,175.06000000,0.06000000,-0.06000000,0,3.870,0.060,-0.060,0
Kepler-1663 b,Kepler-1663,1,17.60460000,,,0,3.304,,,0
Kepler-1664 b,Kepler-1664,1,14.38680000,,,0,3.033,,,0
