# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Jun  8 13:48:33 2025
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN discoverymethod: Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,hostname,default_flag,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,sy_dist,sy_disterr1,sy_disterr2
KMT-2019-BLG-1806L b,KMT-2019-BLG-1806L,1,Microlensing,,,,,3.0200000000,0.7000000000,-0.7300000000,0,,,,,4.67000000,1.56000000,-1.60000000,0,Mass,,,,,6640.00000000,720.00000000,-2010.00000000
KMT-2019-BLG-1953L b,KMT-2019-BLG-1953L,1,Microlensing,,,,,,,,0,,,,,200.00000000,240.00000000,-110.00000000,0,Mass,,,,,7040.00000000,1100.00000000,-1330.00000000
KMT-2019-BLG-2783L b,KMT-2019-BLG-2783L,1,Microlensing,,,,,1.8500000000,0.9300000000,-0.9300000000,0,,,,,368.68095212,244.72787339,-244.72787339,0,Mass,,,,,5910.00000000,1670.00000000,-1670.00000000
KMT-2019-BLG-2974L b,KMT-2019-BLG-2974L,1,Microlensing,,,,,2.0000000000,0.8000000000,-0.7000000000,0,,,,,88.99195396,92.17023803,-57.20911326,0,Mass,,,,,6100.00000000,1500.00000000,-2100.00000000
KMT-2020-BLG-0414L b,KMT-2020-BLG-0414L,1,Microlensing,,,,,1.2600000000,0.1900000000,-0.1400000000,0,,,,,0.96000000,0.15000000,-0.13000000,0,Mass,,,,,800.00000000,120.00000000,-100.00000000
KMT-2020-BLG-0414L c,KMT-2020-BLG-0414L,1,Microlensing,,,,,0.1200000000,0.0200000000,-0.0200000000,0,,,,,4894.55746780,1048.83374310,-1048.83374310,0,Mass,,,,,800.00000000,120.00000000,-100.00000000
KMT-2021-BLG-0119L b,KMT-2021-BLG-0119L,1,Microlensing,,,,,2.9200000000,0.6700000000,-0.6800000000,0,,,,,1754.41280664,991.62462984,-762.78817680,0,Mass,,,,,3130.00000000,1300.00000000,-910.00000000
KMT-2021-BLG-0171L b,KMT-2021-BLG-0171L,1,Microlensing,,,,,3.5000000000,1.3000000000,-1.0000000000,0,,,,,11.20000000,5.50000000,-4.50000000,0,Mass,,,,,4600.00000000,1600.00000000,-1100.00000000
KMT-2021-BLG-0192L b,KMT-2021-BLG-0192L,1,Microlensing,,,,,1.6200000000,0.3300000000,-0.3000000000,0,,,,,34.96112477,15.89142035,-12.71313628,0,Mass,,,,,5120.00000000,1000.00000000,-990.00000000
KMT-2021-BLG-0240L b,KMT-2021-BLG-0240L,1,Microlensing,,,,,2.8000000000,3.3000000000,-2.1000000000,0,,,,,66.74396547,38.13940884,-34.96112477,0,Mass,,,,,6600.00000000,1000.00000000,-1700.00000000
KMT-2021-BLG-0320L b,KMT-2021-BLG-0320L,1,Microlensing,,,,,1.5400000000,0.2400000000,-0.3000000000,0,,,,,31.78284070,41.31769291,-22.24798849,0,Mass,,,,,6950.00000000,1007.00000000,-1330.00000000
KMT-2021-BLG-0322L b,KMT-2021-BLG-0322L,1,Microlensing,,,,,,,,,,,,,2034.10180480,839.06699448,-883.56297146,0,Mass,,,,,6600.00000000,900.00000000,-1100.00000000
KMT-2021-BLG-0712L b,KMT-2021-BLG-0712L,1,Microlensing,,,,,2.2200000000,0.6600000000,-0.4800000000,0,,,,,38.19000000,20.52000000,-12.24000000,0,Mass,,,,,3090.00000000,940.00000000,-750.00000000
KMT-2021-BLG-0736L b,KMT-2021-BLG-0736L,1,Microlensing,,,,,4.0000000000,0.9000000000,-0.8000000000,0,,,,,21.00000000,13.00000000,-10.00000000,0,Mass,,,,,7000.00000000,800.00000000,-1500.00000000
KMT-2021-BLG-0748L b,KMT-2021-BLG-0748L,1,Microlensing,,,,,2.4300000000,0.6700000000,-0.6700000000,0,,,,,143.02278315,127.13136280,-79.45710175,0,Mass,,,,,6090.00000000,920.00000000,-1310.00000000
KMT-2021-BLG-0909L b,KMT-2021-BLG-0909L,1,Microlensing,,,,,1.7500000000,0.4200000000,-0.4200000000,0,,,,,400.46379282,321.00669107,-209.76674862,0,Mass,,,,,6480.00000000,1000.00000000,-1380.00000000
KMT-2021-BLG-0912L b,KMT-2021-BLG-0912L,1,Microlensing,,,,,3.1400000000,3.9400000000,-2.3300000000,0,,,,,2.81000000,1.08000000,-0.99000000,0,Mass,,,,,5560.00000000,1430.00000000,-1430.00000000
KMT-2021-BLG-1077L b,KMT-2021-BLG-1077L,1,Microlensing,,,,,1.2600000000,1.4100000000,-1.0800000000,0,,,,,69.92224954,98.52680617,-38.13940884,0,Mass,,,,,8240.00000000,1020.00000000,-1160.00000000
KMT-2021-BLG-1077L c,KMT-2021-BLG-1077L,1,Microlensing,,,,,0.9300000000,1.0500000000,-0.8000000000,0,,,,,79.45710175,111.23994245,-41.31769291,0,Mass,,,,,8240.00000000,1020.00000000,-1160.00000000
KMT-2021-BLG-1105L b,KMT-2021-BLG-1105L,1,Microlensing,,,,,3.5400000000,1.0600000000,-1.0600000000,0,,,,,413.17692910,216.12331676,-216.12331676,0,Mass,,,,,4540.00000000,1670.00000000,-1670.00000000
KMT-2021-BLG-1150L b,KMT-2021-BLG-1150L,1,Microlensing,,,,,4.5000000000,1.6000000000,-1.4000000000,0,,,,,279.68899816,120.77479466,-114.41822652,0,Mass,,,,,3800.00000000,1300.00000000,-1200.00000000
KMT-2021-BLG-1253L b,KMT-2021-BLG-1253L,1,Microlensing,,,,,1.5200000000,0.5700000000,-0.4100000000,0,,,,,19.05000000,20.42000000,-10.14000000,0,Mass,,,,,6640.00000000,1030.00000000,-1300.00000000
KMT-2021-BLG-1303L b,KMT-2021-BLG-1303L,1,Microlensing,,,,,2.8900000000,0.4400000000,-0.6600000000,0,,,,,120.77479466,69.92224954,-63.56568140,0,Mass,,,,,6280.00000000,950.00000000,-1430.00000000
KMT-2021-BLG-1372L b,KMT-2021-BLG-1372L,1,Microlensing,,,,,2.3700000000,0.7700000000,-0.7700000000,0,,,,,61.27000000,35.88000000,-35.88000000,0,Mass,,,,,5970.00000000,1490.00000000,-2410.00000000
KMT-2021-BLG-1391L b,KMT-2021-BLG-1391L,1,Microlensing,,,,,2.2900000000,0.5600000000,-0.7100000000,0,,,,,4.55000000,2.31000000,-2.31000000,0,Mass,,,,,5720.00000000,1100.00000000,-1670.00000000
KMT-2021-BLG-1547L b,KMT-2021-BLG-1547L,1,Microlensing,,,,,4.5000000000,0.9000000000,-1.3000000000,0,,,,,467.20775829,206.58846455,-244.72787339,0,Mass,,,,,5070.00000000,980.00000000,-1500.00000000
KMT-2021-BLG-1554L b,KMT-2021-BLG-1554L,1,Microlensing,,,,,0.7200000000,0.1300000000,-0.1400000000,0,,,,,38.13940884,63.56568140,-22.24798849,0,Mass,,,,,7680.00000000,1040.00000000,-1100.00000000
KMT-2021-BLG-1689L b,KMT-2021-BLG-1689L,1,Microlensing,,,,,2.5000000000,0.8000000000,-0.6000000000,0,,,,,46.00000000,30.00000000,-23.00000000,0,Mass,,,,,7200.00000000,700.00000000,-1300.00000000
KMT-2021-BLG-1770L b,KMT-2021-BLG-1770L,1,Microlensing,,,,,0.9000000000,0.1300000000,-0.1300000000,0,,,,,6674.39654700,9217.02380300,-3813.94088400,0,Mass,,,,,6920.00000000,970.00000000,-1010.00000000
KMT-2021-BLG-1898L b,KMT-2021-BLG-1898L,1,Microlensing,,,,,1.9000000000,0.3000000000,-0.3000000000,0,,,,,232.01473711,158.91420350,-127.13136280,0,Mass,,,,,6900.00000000,900.00000000,-1300.00000000
KMT-2021-BLG-2010L b,KMT-2021-BLG-2010L,1,Microlensing,,,,,1.7900000000,0.3000000000,-0.3800000000,0,,,,,340.07639549,365.50266805,-216.12331676,0,Mass,,,,,7090.00000000,1180.00000000,-1530.00000000
KMT-2021-BLG-2294L b,KMT-2021-BLG-2294L,1,Microlensing,,,,,1.1500000000,0.2000000000,-0.2000000000,0,,,,,22.24798849,31.78284070,-12.71313628,0,Mass,,,,,6800.00000000,970.00000000,-1080.00000000
KMT-2021-BLG-2478L b,KMT-2021-BLG-2478L,1,Microlensing,,,,,1.8500000000,0.3100000000,-0.3100000000,0,,,,,286.04556630,133.48793094,-76.27881768,0,Mass,,,,,2970.00000000,720.00000000,-720.00000000
KMT-2021-BLG-2609L b,KMT-2021-BLG-2609L,1,Microlensing,,,,,2.3000000000,0.3200000000,-0.3600000000,0,,,,,10.17050902,13.98444991,-5.72091133,0,Mass,,,,,7480.00000000,1050.00000000,-1170.00000000
KMT-2022-BLG-0303L b,KMT-2022-BLG-0303L,1,Microlensing,,,,,4.8100000000,0.6500000000,-0.7600000000,0,,,,,163.04597279,130.30964687,-87.40281192,0,Mass,,,,,6570.00000000,890.00000000,-1030.00000000
KMT-2022-BLG-0371L b,KMT-2022-BLG-0371L,1,Microlensing,,,,,3.0200000000,0.4500000000,-0.5600000000,0,,,,,82.63538582,41.31769291,-34.96112477,0,Mass,,,,,7140.00000000,1070.00000000,-1340.00000000
KMT-2022-BLG-0440L b,KMT-2022-BLG-0440L,1,Microlensing,,,,,1.9000000000,0.6000000000,-0.7000000000,0,,,,,15.40000000,9.60000000,-7.40000000,0,Mass,,,,,3500.00000000,1600.00000000,-1600.00000000
KMT-2022-BLG-1013L b,KMT-2022-BLG-1013L,1,Microlensing,,,,,1.3800000000,0.1800000000,-0.2000000000,0,,,,,98.52680617,146.20106722,-50.85254512,0,Mass,,,,,7710.00000000,1010.00000000,-1090.00000000
KMT-2022-BLG-1790L b,KMT-2022-BLG-1790L,1,Microlensing,,,,,5.2500000000,0.7500000000,-1.0400000000,0,,,,,549.84314411,301.93698665,-282.86728223,0,Mass,,,,,6480.00000000,920.00000000,-1280.00000000
KMT-2022-BLG-2076L b,KMT-2022-BLG-2076L,1,Microlensing,,,,,5.6700000000,1.2800000000,-1.5800000000,0,,,,,279.68899816,146.20106722,-143.02278315,0,Mass,,,,,5570.00000000,1250.00000000,-1550.00000000
KMT-2022-BLG-2286L b,KMT-2022-BLG-2286L,1,Microlensing,,,,,2.0200000000,0.2700000000,-0.3100000000,0,,,,,6038.73973300,8581.36698900,-3178.28407000,0,Mass,,,,,7320.00000000,970.00000000,-1120.00000000
KMT-2023-BLG-0416L b,KMT-2023-BLG-0416L,1,Microlensing,,,,,2.9600000000,0.5400000000,-0.7500000000,0,,,,,13.03096469,6.35656814,-6.67439655,0,Mass,,,,,5900.00000000,1070.00000000,-1500.00000000
KMT-2023-BLG-0469L b,KMT-2023-BLG-0469L,1,Microlensing,,,,,2.3100000000,0.3400000000,-0.3900000000,0,,,,,39.41072247,29.24021344,-21.29450327,0,Mass,,,,,7070.00000000,1030.00000000,-1190.00000000
KMT-2023-BLG-0735L b,KMT-2023-BLG-0735L,1,Microlensing,,,,,2.9600000000,0.5600000000,-0.7400000000,0,,,,,38.77506565,21.61233168,-21.61233168,0,Mass,,,,,6390.00000000,1210.00000000,-1600.00000000
KMT-2023-BLG-1431L b,KMT-2023-BLG-1431L,1,Microlensing,,,,,3.2000000000,0.7000000000,-0.8000000000,0,,,,,13.60000000,8.30000000,-6.90000000,0,Mass,,,,,6800.00000000,800.00000000,-1800.00000000
KMT-2023-BLG-1454L b,KMT-2023-BLG-1454L,1,Microlensing,,,,,1.1800000000,0.1700000000,-0.1800000000,0,,,,,200.23189641,225.65816897,-108.06165838,0,Mass,,,,,7220.00000000,1060.00000000,-1100.00000000
KMT-2023-BLG-1642L b,KMT-2023-BLG-1642L,1,Microlensing,,,,,1.4100000000,0.2200000000,-0.2700000000,0,,,,,343.25467956,486.27746271,-184.34047606,0,Mass,,,,,6980.00000000,1090.00000000,-1340.00000000
KMT-2023-BLG-1743L b,KMT-2023-BLG-1743L,1,Microlensing,,,,,1.1600000000,0.1700000000,-0.2100000000,0,,,,,6356.56814000,9534.85221000,-3178.28407000,0,Mass,,,,,7130.00000000,1050.00000000,-1270.00000000
KMT-2023-BLG-1866L b,KMT-2023-BLG-1866L,1,Microlensing,,,,,2.6300000000,0.3700000000,-0.3400000000,0,,,,,2.63000000,0.42000000,-0.68000000,0,Mass,,,,,6210.00000000,870.00000000,-800.00000000
KMT-2023-BLG-2209L b,KMT-2023-BLG-2209L,1,Microlensing,,,,,3.5100000000,0.9500000000,-1.1200000000,0,,,,,254.26272560,120.77479466,-120.77479466,0,Mass,,,,,5570.00000000,1510.00000000,-1770.00000000
KMT-2024-BLG-1044L b,KMT-2024-BLG-1044L,1,Microlensing,,,,,,,,,,,,,7.75000000,12.03000000,-4.04000000,0,Mass,,,,,7140.00000000,950.00000000,-960.00000000
KOBE-1 b,KOBE-1,1,Radial Velocity,8.53990000000,0.00370000000,-0.00360000000,0,0.0700600000,0.0004300000,-0.0004300000,0,,,,,8.80000000,0.76000000,-0.76000000,0,Msini,0.000000,,,0,23.97180000,0.02850000,-0.02840000
KOBE-1 c,KOBE-1,1,Radial Velocity,29.67100000000,0.05000000000,-0.05200000000,0,0.1607100000,0.0009900000,-0.0009900000,0,,,,,12.40000000,1.10000000,-1.10000000,0,Msini,0.000000,,,0,23.97180000,0.02850000,-0.02840000
KOI-12 b,KOI-12,1,Transit,17.85518200000,0.00000800000,-0.00000600000,0,0.1540000000,0.0040000000,-0.0030000000,0,13.78707000,0.67254000,-0.56045000,0,349.61300000,1112.40500000,-254.26400000,0,Mass,0.340000,0.080000,-0.070000,0,399.39800000,4.39600000,-4.30300000
KOI-1257 b,KOI-1257,1,Transit,86.64766100000,0.00003400000,-0.00003400000,0,0.3820000000,0.0060000000,-0.0060000000,0,10.54000000,1.35000000,-1.35000000,0,460.83000000,111.24000000,-111.24000000,0,Mass,0.772000,0.045000,-0.045000,0,,,
KOI-13 b,KOI-13,1,Transit,1.76358800000,0.00000100000,-0.00000100000,0,0.0364100000,0.0008700000,-0.0008700000,0,16.94800800,0.39231500,-0.39231500,0,2949.46240000,50.85280000,-50.85280000,0,Mass,0.000640,0.000120,-0.000160,0,519.09600000,30.70300000,-27.50600000
KOI-142 b,KOI-142,1,Transit,10.91647000000,0.00014000000,-0.00014000000,0,,,,,3.43800000,0.07500000,-0.07500000,0,9.50000000,1.10000000,-1.10000000,0,Mass,0.055610,0.000130,-0.000130,0,376.86300000,2.01000000,-1.99100000
KOI-142 c,KOI-142,1,Transit Timing Variations,22.26492000000,0.00067000000,-0.00067000000,0,,,,,,,,,214.10000000,5.20000000,-5.20000000,0,Mass,0.057240,0.000450,-0.000450,0,376.86300000,2.01000000,-1.99100000
KOI-1599.01,KOI-1599,1,Transit,20.44150000000,0.00130000000,-0.00130000000,0,0.1472800000,,,0,1.90000000,0.30000000,-0.30000000,0,4.60000000,0.30000000,-0.30000000,0,Mass,0.014000,,,0,1131.64000000,28.17000000,-26.86000000
KOI-1599.02,KOI-1599,1,Transit,13.60880000000,0.00060000000,-0.00060000000,0,0.1122930000,,,0,1.90000000,0.20000000,-0.20000000,0,9.00000000,0.30000000,-0.30000000,0,Mass,0.011400,,,0,1131.64000000,28.17000000,-26.86000000
KOI-1783.01,KOI-1783,1,Transit,134.46280000000,0.00330000000,-0.00350000000,0,,,,,8.86000000,0.25000000,-0.24000000,0,71.00000000,11.20000000,-9.20000000,0,Mass,0.000000,,,0,865.73000000,13.73400000,-13.32000000
KOI-1783.02,KOI-1783,1,Transit,284.21500000000,0.02600000000,-0.02100000000,0,,,,,5.44000000,0.52000000,-0.30000000,0,15.00000000,4.30000000,-3.60000000,0,Mass,0.000000,,,0,865.73000000,13.73400000,-13.32000000
KOI-1831 d,Kepler-324,1,Transit,34.16900000000,,,0,,,,,1.13000000,0.05000000,-0.05000000,0,2.23000000,0.50000000,-0.84000000,0,Mass,,,,,501.57400000,3.68100000,-3.62900000
KOI-1833 d,Kepler-968,1,Transit,7.68500000000,,,0,,,,,2.58000000,0.23000000,-0.22000000,0,11.02000000,,,1,Mass,,,,,290.32400000,1.44800000,-1.43500000
KOI-1843.03,Kepler-974,1,Transit,0.17689130000,0.00000020000,-0.00000020000,0,,,,,0.61000000,0.12000000,-0.08000000,0,8.00000000,,,1,Mass,,,,,134.31100000,0.44700000,-0.44400000
KOI-217 b,KOI-217,1,Transit,3.90512000000,0.00005000000,-0.00005000000,0,0.0477000000,0.0007000000,-0.0007000000,0,12.44200000,0.22400000,-0.22400000,0,,,,,,0.000000,,,0,914.69900000,17.16750000,-17.16750000
KOI-2513.01,KOI-2513,1,Transit,19.00547000000,0.00005000000,-0.00005000000,0,0.5000000000,0.2000000000,-0.4000000000,0,2.80224517,22.41796140,-0.56044903,0,7310.05336100,635.65681400,-635.65681400,0,Mass,0.360000,0.030000,-0.030000,0,1369.87000000,,
KOI-3503 b,KOI-3503,1,Transit,21.18500000000,,,0,,,,,1.19000000,0.24000000,-0.19000000,0,9.20000000,,,1,Mass,,,,,887.06400000,12.37000000,-12.37000000
KOI-3503 c,KOI-3503,1,Transit,31.82800000000,,,0,,,,,1.21000000,0.28000000,-0.09000000,0,10.36000000,,,1,Mass,,,,,887.06400000,12.37000000,-12.37000000
KOI-351 b,KOI-351,1,Transit,7.00815100000,0.00001900000,-0.00001900000,0,0.0740000000,0.0160000000,-0.0160000000,0,1.31000000,0.17000000,-0.17000000,0,,,,,,,,,,848.25400000,10.81850000,-10.81850000
KOI-351 c,KOI-351,1,Transit,8.71937500000,0.00002700000,-0.00002700000,0,0.0890000000,0.0120000000,-0.0120000000,0,1.19000000,0.14000000,-0.14000000,0,,,,,,,,,,848.25400000,10.81850000,-10.81850000
KOI-351 d,KOI-351,1,Transit,59.73667000000,0.00038000000,-0.00038000000,0,0.3200000000,0.0500000000,-0.0500000000,0,2.87000000,0.30000000,-0.30000000,0,,,,,,,,,,848.25400000,10.81850000,-10.81850000
KOI-351 e,KOI-351,1,Transit,91.93913000000,0.00073000000,-0.00073000000,0,0.4200000000,0.0600000000,-0.0600000000,0,2.66000000,0.29000000,-0.29000000,0,,,,,,,,,,848.25400000,10.81850000,-10.81850000
KOI-351 f,KOI-351,1,Transit,124.91440000000,0.00190000000,-0.00190000000,0,0.4800000000,0.0900000000,-0.0900000000,0,2.88000000,0.52000000,-0.52000000,0,,,,,,,,,,848.25400000,10.81850000,-10.81850000
KOI-351 g,KOI-351,1,Transit,210.60697000000,0.00043000000,-0.00043000000,0,0.7100000000,0.0800000000,-0.0800000000,0,8.10000000,0.80000000,-0.80000000,0,,,,,,,,,,848.25400000,10.81850000,-10.81850000
KOI-351 h,KOI-351,1,Transit,331.60059000000,0.00037000000,-0.00037000000,0,1.0100000000,0.1100000000,-0.1100000000,0,11.30000000,1.00000000,-1.00000000,0,,,,,,,,,,848.25400000,10.81850000,-10.81850000
KOI-3680 b,KOI-3680,1,Transit,141.24167100000,0.00008600000,-0.00008600000,0,0.5340000000,0.0120000000,-0.0300000000,0,11.09691000,0.67254000,-0.78463000,0,613.41190000,60.38770000,-66.74430000,0,Mass,0.496000,0.031000,-0.031000,0,921.98600000,23.38450000,-23.38450000
KOI-4777.01,KOI-4777,1,Transit,0.41200000000,0.00000100000,-0.00000100000,0,0.0080000000,0.0003000000,-0.0003000000,0,0.51000000,0.03000000,-0.03000000,0,99.20000000,,,1,Mass,0.000000,,,0,172.24500000,1.24300000,-1.22600000
KOI-4978 b,KOI-4978,1,Transit,0.94196700000,0.00000300000,-0.00000300000,0,,,,,0.70000000,0.10000000,-0.10000000,0,,,,,,,,,,936.34100000,26.08300000,-24.72900000
KOI-55 b,KOI-55,1,Orbital Brightness Modulation,0.24010400000,0.00000400000,-0.00000400000,0,0.0060000000,,,0,0.75900000,,,0,0.44000000,,,0,Mass,,,,,1231.02000000,48.01500000,-48.01500000
KOI-55 c,KOI-55,1,Orbital Brightness Modulation,0.34288700000,0.00001300000,-0.00001300000,0,0.0076000000,,,0,0.86700000,,,0,0.65500000,,,0,Mass,,,,,1231.02000000,48.01500000,-48.01500000
KOI-7368 b,KOI-7368,1,Transit,6.84303440000,0.00001250000,-0.00001250000,0,,,,,2.22000000,0.12000000,-0.12000000,0,,,,,,,,,,264.99500000,1.62600000,-1.60700000
KOI-7913 b,KOI-7913 A,1,Transit,24.27855300000,0.00026300000,-0.00026300000,0,,,,,2.34000000,0.18000000,-0.18000000,0,,,,,,,,,,271.27700000,1.24800000,-1.23700000
KOI-94 b,KOI-94,1,Transit,3.74320800000,0.00001500000,-0.00001500000,0,0.0511900000,0.0006700000,-0.0006700000,0,1.71000000,0.16000000,-0.16000000,0,10.50000000,4.60000000,-4.60000000,0,Mass,0.250000,0.170000,-0.170000,0,477.05200000,5.00000000,-4.89900000
KOI-94 c,KOI-94,1,Transit,10.42364800000,0.00001600000,-0.00001600000,0,0.1013000000,0.0013000000,-0.0013000000,0,4.32000000,0.41000000,-0.41000000,0,15.60000000,5.70000000,-15.60000000,0,Mass,0.430000,0.230000,-0.230000,0,477.05200000,5.00000000,-4.89900000
KOI-94 d,KOI-94,1,Transit,22.34298900000,0.00000670000,-0.00000670000,0,0.1684000000,0.0022000000,-0.0022000000,0,11.27000000,1.06000000,-1.06000000,0,106.00000000,11.00000000,-11.00000000,0,Mass,0.022000,0.038000,-0.038000,0,477.05200000,5.00000000,-4.89900000
KOI-94 e,KOI-94,1,Transit,54.32031000000,0.00012000000,-0.00012000000,0,0.3046000000,0.0040000000,-0.0040000000,0,6.56000000,0.62000000,-0.62000000,0,35.00000000,18.00000000,-28.00000000,0,Mass,0.019000,0.230000,-0.230000,0,477.05200000,5.00000000,-4.89900000
KOI-984 b,KOI-984,1,Transit,4.28817850000,0.00000350000,-0.00000350000,0,0.0504000000,0.0006000000,-0.0006000000,0,4.30000000,0.05000000,-0.05000000,0,,,,,,0.120000,0.020000,-0.020000,0,252.66700000,,
KOI-984 c,KOI-984,1,Transit Timing Variations,21.51200000000,0.00040000000,-0.00040000000,0,0.1467000000,0.0015000000,-0.0015000000,0,,,,,209.80000000,40.00000000,-40.00000000,0,Mass,0.380000,0.020000,-0.020000,0,252.66700000,,
KPS-1 b,KPS-1,1,Transit,1.70629100000,0.00005900000,-0.00005900000,0,0.0269000000,0.0010000000,-0.0010000000,0,11.54527000,1.45717000,-1.34508000,0,346.43470000,27.33338000,-27.65121000,0,Mass,0.000000,,,0,262.70600000,2.62000000,-2.57000000
Kapteyn c,Kapteyn,1,Radial Velocity,121.54000000000,0.25000000000,-0.25000000000,0,0.3110000000,0.0380000000,-0.0140000000,0,,,,,7.00000000,1.20000000,-1.00000000,0,Msini,0.230000,0.100000,-0.120000,0,3.93305000,0.00041000,-0.00041000
Kepler-10 b,Kepler-10,1,Transit,0.83749070000,0.00000020000,-0.00000020000,0,0.0168500000,0.0001300000,-0.0001300000,0,1.47000000,0.03000000,-0.02000000,0,3.26000000,0.30000000,-0.30000000,0,Mass,0.000000,,,0,185.50600000,0.81100000,-0.80500000
Kepler-10 c,Kepler-10,1,Transit,45.29430100000,0.00004800000,-0.00004800000,0,0.2410000000,0.0019000000,-0.0019000000,0,2.35500000,0.02200000,-0.02200000,0,11.40000000,1.30000000,-1.30000000,0,Mass,0.130000,0.050000,-0.050000,0,185.50600000,0.81100000,-0.80500000
Kepler-10 d,Kepler-10,1,Radial Velocity,151.04000000000,0.45000000000,-0.45000000000,0,0.5379000000,0.0044000000,-0.0044000000,0,,,,,12.68000000,2.24000000,-2.24000000,0,Msini,0.260000,,,1,185.50600000,0.81100000,-0.80500000
Kepler-100 b,Kepler-100,1,Transit,6.88705000000,,,0,,,,,1.32000000,0.04000000,-0.04000000,0,7.34000000,3.20000000,-3.20000000,0,Mass,,,,,304.64500000,1.76300000,-1.74400000
Kepler-100 c,Kepler-100,1,Transit,12.81590000000,,,0,,,,,2.20000000,0.05000000,-0.05000000,0,7.05000000,,,1,Mass,,,,,304.64500000,1.76300000,-1.74400000
Kepler-100 d,Kepler-100,1,Transit,35.33310000000,,,0,,,,,1.61000000,0.05000000,-0.05000000,0,3.00000000,,,1,Mass,,,,,304.64500000,1.76300000,-1.74400000
Kepler-100 e,Kepler-100,1,Radial Velocity,60.88858800000,0.04447100000,-0.04447100000,0,0.3123915860,,,0,,,,,24.14271827,3.33214569,-3.33214569,0,Msini,0.026437,0.127095,-0.127095,0,304.64500000,1.76300000,-1.74400000
Kepler-1000 b,Kepler-1000,1,Transit,120.01812720000,0.00036280000,-0.00036280000,0,,,,,4.76000000,0.34000000,-0.31000000,0,,,,,,,,,,1115.62000000,16.95000000,-16.45000000
Kepler-1001 b,Kepler-1001,1,Transit,14.30511983000,0.00004340000,-0.00004340000,0,,,,,3.15000000,0.34000000,-0.48000000,0,,,,,,,,,,928.97800000,23.99500000,-22.83700000
Kepler-1001 c,Kepler-1001,1,Transit,9.18186000000,,,0,,,,,1.57799279,,,0,,,,,,,,,,928.97800000,23.99500000,-22.83700000
Kepler-1002 b,Kepler-1002,1,Transit,4.33642933100,0.00000694500,-0.00000694500,0,,,,,1.71000000,0.06000000,-0.05000000,0,,,,,,,,,,408.30300000,,
Kepler-1003 b,Kepler-1003,1,Transit,3.55485691500,0.00000670900,-0.00000670900,0,,,,,1.78000000,0.48000000,-0.22000000,0,,,,,,,,,,941.90200000,15.70300000,-15.20600000
Kepler-1004 b,Kepler-1004,1,Transit,5.28789787000,0.00001198000,-0.00001198000,0,,,,,6.28000000,0.78000000,-0.44000000,0,,,,,,,,,,1152.68000000,35.67000000,-35.67000000
Kepler-1005 b,Kepler-1005,1,Transit,6.49801525000,0.00001320000,-0.00001320000,0,,,,,1.50000000,0.21000000,-0.15000000,0,,,,,,,,,,567.80600000,4.42200000,-4.35600000
