# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Jun  7 09:08:16 2025
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and pl_orbperstr < 1
# CONSTRAINT:  and pl_radestr not null
# CONSTRAINT:  and st_teffstr not null
# CONSTRAINT:  and st_radstr not null)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_jmag:        J (2MASS) Magnitude
# COLUMN sy_jmagerr1:    J (2MASS) Magnitude Upper Unc
# COLUMN sy_jmagerr2:    J (2MASS) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
#
pl_name,hostname,default_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
Kepler-1446 b,Kepler-1446,1,0.68996783200,0.00000049500,-0.00000049500,0,,,,,0.82000000,0.04000000,-0.02000000,0,,,,,,,,,,,,,,,,,,4865.00,43.69,-52.46,0,0.750000,0.013000,-0.012000,0,0.810000,0.019000,-0.024000,0,0.1100,0.1020,-0.0970,0,4.600000,0.007000,-0.012000,0,152.07500000,0.67700000,-0.67100000,12.5950000,0.0460000,-0.0460000,10.7970000,0.0210000,-0.0210000,10.2040000,0.0140000,-0.0140000,12.4086000,0.0007560,-0.0007560
Kepler-1547 b,Kepler-1547,1,0.69297967600,0.00000148600,-0.00000148600,0,,,,,0.90000000,0.28000000,-0.12000000,0,,,,,,,,,,,,,,,,,,6078.00,94.46,-139.23,0,1.180000,0.360000,-0.141000,0,1.120000,0.102000,-0.078000,0,0.0400,0.1340,-0.1510,0,4.340000,0.092000,-0.192000,0,674.69500000,6.02900000,-5.92400000,13.4640000,0.1140000,-0.1140000,12.3320000,0.0200000,-0.0200000,11.9960000,0.0200000,-0.0200000,13.4085000,0.0001890,-0.0001890
Kepler-1087 b,Kepler-1087,1,0.69384285500,0.00000159500,-0.00000159500,0,,,,,0.61000000,0.17000000,-0.05000000,0,,,,,,,,,,,,,,,,,,5589.00,122.90,-191.41,0,0.940000,0.255000,-0.074000,0,0.960000,0.072000,-0.058000,0,0.0100,0.1530,-0.2550,0,4.480000,0.058000,-0.204000,0,362.62300000,3.50800000,-3.44300000,12.9730000,0.0570000,-0.0570000,11.6600000,0.0220000,-0.0220000,11.2130000,0.0180000,-0.0180000,12.9007000,0.0002260,-0.0002260
EPIC 220554210 c,K2-282,1,0.70531000000,0.00003700000,-0.00003700000,0,,,,,1.60000000,0.10000000,-0.10000000,0,,,,,,,,,,,,,,,,,,5499.00,109.00,-109.00,0,1.000000,0.040000,-0.040000,0,,,,,-0.2300,0.1600,-0.1600,0,4.500000,0.040000,-0.040000,0,496.28900000,7.90200000,-7.66300000,14.2100000,0.1140000,-0.1140000,12.4370000,0.0240000,-0.0240000,12.0020000,0.0210000,-0.0210000,13.8183000,0.0002780,-0.0002780
SPECULOOS-3 b,SPECULOOS-3,1,0.71912603000,0.00000057000,-0.00000057000,0,0.0073300000,0.0000550000,-0.0000550000,0,0.97700000,0.02200000,-0.02200000,0,,,,,,,,,15.5400,0.4200,-0.4200,0,553.00,8.00,-8.00,0,M6.5+/-0.5,2800.00,29.00,-29.00,0,0.123000,0.002200,-0.002200,0,0.100900,0.002400,-0.002400,0,0.0700,0.1000,-0.1000,0,5.265000,0.014000,-0.014000,0,,,,17.8000000,0.2000000,-0.2000000,11.5010000,0.0230000,-0.0230000,10.5410000,0.0160000,-0.0160000,15.4023000,0.0005610,-0.0005610
HD 80653 b,HD 80653,1,0.71957300000,0.00002100000,-0.00002100000,0,0.0166100000,0.0001900000,-0.0001900000,0,1.61300000,0.07100000,-0.07100000,0,5.72000000,0.36000000,-0.35000000,0,0.000000,,,0,6130.0000,310.0000,-310.0000,0,2463.00,30.00,-30.00,0,,5959.00,61.00,-61.00,0,1.220000,0.010000,-0.010000,0,1.180000,0.040000,-0.040000,0,0.2550,0.0650,-0.0650,0,,,,,109.86000000,0.81100000,-0.80000000,9.4520000,0.0030000,-0.0030000,8.3150000,0.0230000,-0.0230000,8.0180000,0.0210000,-0.0210000,9.3073300,0.0003460,-0.0003460
EPIC 201427007 b,EPIC 201427007,1,0.72091000000,0.00014000000,-0.00014000000,0,,,,,1.50000000,0.20000000,-0.20000000,0,,,,,,,,,,,,,,,,,,5633.00,111.00,-111.00,0,0.940000,0.090000,-0.090000,0,,,,,-0.0530,0.2400,-0.2400,0,4.400000,0.070000,-0.070000,0,706.39100000,16.79000000,-16.79000000,14.3210000,0.1720000,-0.1720000,12.9750000,0.0230000,-0.0230000,12.5810000,0.0290000,-0.0290000,14.1470000,0.0002080,-0.0002080
Kepler-1855 b,Kepler-1855,1,0.72733098300,,,0,,,,,1.21620500,,,0,,,,,,,,,,,,,,,,,,3460.00,69.00,-83.00,0,0.356000,0.057000,-0.057000,0,0.385000,0.055000,-0.076000,0,0.0700,0.1500,-0.1500,0,4.920000,0.058000,-0.071000,0,,,,16.5560000,0.1140000,-0.1140000,12.8580000,0.0210000,-0.0210000,12.0320000,0.0280000,-0.0280000,15.7514000,0.0052400,-0.0052400
EPIC 228836835 b,EPIC 228836835,1,0.72811300000,0.00006300000,-0.00006300000,0,,,,,1.10000000,0.30000000,-0.20000000,0,,,,,,,,,,,,,,,,,,3782.00,152.00,-152.00,0,0.320000,0.070000,-0.070000,0,,,,,-0.1800,0.2500,-0.2500,0,5.000000,0.070000,-0.070000,0,150.12400000,1.79900000,-1.75800000,16.7700000,0.2000000,-0.2000000,12.8310000,0.0230000,-0.0230000,12.0200000,0.0270000,-0.0270000,15.4185000,0.0004730,-0.0004730
TOI-206 b,TOI-206,1,0.73631040000,0.00000030000,-0.00000030000,0,0.0112000000,0.0001000000,-0.0001000000,0,1.30000000,0.05000000,-0.05000000,0,,,,,,,,,,,,,910.00,36.00,-36.00,0,,3383.00,157.00,-157.00,0,0.350000,0.010000,-0.010000,0,0.350000,0.010000,-0.010000,0,,,,,4.890000,0.030000,-0.030000,0,47.74650000,0.11000000,-0.10950000,14.9380000,0.1260000,-0.1260000,10.8730000,0.0240000,-0.0240000,10.0600000,0.0220000,-0.0220000,13.6662000,0.0006700,-0.0006700
55 Cnc e,55 Cnc,1,0.73654740000,0.00000130000,-0.00000140000,0,0.0154400000,0.0000500000,-0.0000500000,0,1.87500000,0.02900000,-0.02900000,0,7.99000000,0.32000000,-0.33000000,0,0.050000,0.030000,-0.030000,0,,,,,,,,,,5172.00,18.00,-18.00,0,0.943000,0.010000,-0.010000,0,0.905000,0.015000,-0.015000,0,0.3500,0.1000,-0.1000,0,4.430000,0.020000,-0.020000,0,12.58550000,0.01240000,-0.01230000,5.9508400,0.0230000,-0.0230000,4.7680000,0.2440000,-0.2440000,4.0150000,0.0360000,-0.0360000,5.7297300,0.0008523,-0.0008523
Kepler-1377 b,Kepler-1377,1,0.74092842200,0.00000185000,-0.00000185000,0,,,,,1.25000000,0.09000000,-0.08000000,0,,,,,,,,,,,,,,,,,,5218.00,42.47,-53.61,0,0.820000,0.052000,-0.036000,0,0.860000,0.035000,-0.036000,0,0.0500,0.1360,-0.1400,0,4.550000,0.033000,-0.069000,0,1146.10000000,54.25000000,-49.63000000,15.8570000,0.0920000,-0.0920000,14.3190000,,,13.9840000,0.0650000,-0.0650000,15.8887000,0.0005730,-0.0005730
Kepler-32 f,Kepler-32,1,0.74296000000,0.00007000000,-0.00007000000,0,0.0130000000,,,0,0.82000000,0.07000000,-0.07000000,0,,,,,,,,,,,,,,,,,,3900.00,200.00,-200.00,0,0.530000,0.040000,-0.040000,0,0.580000,0.050000,-0.050000,0,0.0000,0.4000,-0.4000,0,4.640000,0.300000,-0.300000,0,323.84700000,3.40250000,-3.40250000,16.3600000,0.5490000,-0.5490000,13.6160000,0.0230000,-0.0230000,12.7570000,0.0240000,-0.0240000,15.8123000,0.0005770,-0.0005770
Kepler-1067 b,Kepler-1067,1,0.76212926100,0.00000273200,-0.00000273200,0,,,,,0.80000000,0.12000000,-0.06000000,0,,,,,,,,,,,,,,,,,,5592.00,63.05,-65.87,0,0.930000,0.158000,-0.062000,0,0.950000,0.041000,-0.045000,0,0.0300,0.1320,-0.1720,0,4.490000,0.053000,-0.142000,0,667.69300000,8.32500000,-8.12600000,14.3950000,0.0800000,-0.0800000,13.1050000,0.0270000,-0.0270000,12.6560000,0.0330000,-0.0330000,14.2726000,0.0004090,-0.0004090
EPIC 220492298 b,EPIC 220492298,1,0.76240600000,0.00015000000,-0.00015000000,0,,,,,0.99000000,0.10000000,-0.10000000,0,,,,,,,,,,,,,,,,,,5620.00,31.00,-31.00,0,0.890000,0.090000,-0.090000,0,,,,,0.2800,0.0300,-0.0300,0,4.500000,0.080000,-0.080000,0,624.51200000,14.94700000,-14.94700000,13.9910000,0.0920000,-0.0920000,12.6100000,0.0260000,-0.0260000,12.1680000,0.0260000,-0.0260000,13.7756000,0.0003650,-0.0003650
Kepler-290 d,Kepler-290,1,0.76401755300,0.00000376700,-0.00000376700,0,0.0154000000,,,0,0.86000000,0.12000000,-0.07000000,0,,,,,0.000000,,,0,1503.7900,649.5300,-390.7300,0,1589.00,,,0,,5142.00,153.00,-153.00,0,0.755000,0.097000,-0.065000,0,0.840000,0.065000,-0.090000,0,-0.0600,0.3000,-0.3000,0,4.602000,0.033000,-0.083000,0,694.62700000,14.51800000,-13.94600000,15.7750000,0.0800000,-0.0800000,14.0540000,0.0260000,-0.0260000,13.4520000,0.0380000,-0.0380000,15.5648000,0.0004860,-0.0004860
Kepler-1409 b,Kepler-1409,1,0.76486492600,0.00000240500,-0.00000240500,0,,,,,1.04000000,0.08000000,-0.07000000,0,,,,,,,,,,,,,,,,,,5160.00,76.61,-73.84,0,0.790000,0.041000,-0.038000,0,0.830000,0.038000,-0.045000,0,-0.0300,0.1470,-0.1550,0,4.570000,0.028000,-0.056000,0,694.89000000,9.80350000,-9.80350000,15.3910000,0.0460000,-0.0460000,13.7750000,0.0260000,-0.0260000,13.2480000,0.0340000,-0.0340000,15.1720000,0.0005450,-0.0005450
TOI-849 b,TOI-849,1,0.76554800000,0.00005300000,-0.00005300000,0,0.0155000000,0.0003000000,-0.0003000000,0,3.64000000,0.38000000,-0.38000000,0,41.80000000,2.50000000,-2.40000000,0,0.000000,,,0,,,,,,,,,,5257.00,108.00,-116.00,0,0.970000,0.100000,-0.100000,0,0.970000,0.040000,-0.040000,0,,,,,,,,,225.73400000,1.56900000,-1.54700000,11.9810000,0.0340000,-0.0340000,10.8320000,0.0240000,-0.0240000,10.4180000,0.0230000,-0.0230000,12.0645000,0.0001870,-0.0001870
Kepler-1834 c,Kepler-1834,1,0.76669151700,0.00000127300,-0.00000127300,0,0.0150000000,,,0,1.22000000,0.05000000,-0.08000000,0,,,,,0.000000,,,0,1334.2200,188.8700,-238.9900,0,1541.00,,,0,,4821.00,76.00,-76.00,0,0.788000,0.028000,-0.051000,0,0.765000,0.051000,-0.028000,0,0.1600,0.1500,-0.1500,0,4.529000,0.060000,-0.020000,0,500.39500000,8.32600000,-8.06300000,15.1800000,0.0800000,-0.0800000,13.3100000,0.0270000,-0.0270000,12.7220000,0.0380000,-0.0380000,14.9047000,0.0003090,-0.0003090
NGTS-10 b,NGTS-10,1,0.76689440000,0.00000030000,-0.00000030000,0,0.0143000000,0.0010000000,-0.0010000000,0,13.50684500,1.31145300,-0.93034700,0,687.14846000,29.24036000,-34.00781000,0,0.000000,,,0,,,,,1332.00,49.00,-54.00,0,K5 V,4600.00,150.00,-150.00,0,0.697000,0.036000,-0.036000,0,0.696000,0.040000,-0.040000,0,-0.0200,0.1200,-0.1200,0,4.595000,0.019000,-0.019000,0,,,,14.5060000,0.1140000,-0.1140000,12.3920000,0.0260000,-0.0260000,11.7280000,0.0250000,-0.0250000,14.2604000,0.0033770,-0.0033770
LTT 3780 b,LTT 3780,1,0.76837931000,0.00000039000,-0.00000042000,0,0.0119500000,0.0002800000,-0.0002900000,0,1.32500000,0.05700000,-0.05800000,0,2.46000000,0.19000000,-0.19000000,0,0.000000,,,0,111.0000,13.0000,-12.0000,0,903.00,26.00,-26.00,0,,3358.00,92.00,-92.00,0,0.380000,0.012000,-0.012000,0,0.381000,0.024000,-0.034000,0,0.0600,0.1100,-0.1100,0,4.850000,0.110000,-0.110000,0,21.98140000,0.04030000,-0.04020000,13.1400000,0.0350000,-0.0350000,9.0070000,0.0300000,-0.0300000,8.2040010,0.0210000,-0.0210000,11.8465000,0.0004770,-0.0004770
Kepler-1173 b,Kepler-1173,1,0.76985360000,0.00000120500,-0.00000120500,0,,,,,0.89000000,0.23000000,-0.07000000,0,,,,,,,,,,,,,,,,,,5252.00,92.48,-116.76,0,0.820000,0.059000,-0.042000,0,0.860000,0.041000,-0.046000,0,0.0000,0.1480,-0.1640,0,4.550000,0.032000,-0.070000,0,377.06000000,2.39750000,-2.39750000,13.8960000,0.1030000,-0.1030000,12.4160000,0.0190000,-0.0190000,11.8840000,0.0260000,-0.0260000,13.8043000,0.0002270,-0.0002270
K2-187 b,K2-187,1,0.77401000000,0.00008300000,-0.00008300000,0,,,,,1.20000000,0.20000000,-0.20000000,0,,,,,,,,,,,,,,,,,,5438.00,63.00,-63.00,0,0.830000,0.110000,-0.110000,0,,,,,0.0000,0.1000,-0.1000,0,4.600000,0.080000,-0.080000,0,330.91600000,5.72700000,-5.53900000,13.1020000,0.0690000,-0.0690000,11.6870000,0.0220000,-0.0220000,11.1960000,0.0210000,-0.0210000,12.8673000,0.0002470,-0.0002470
TOI-332 b,TOI-332,1,0.77703800000,0.00000100000,-0.00000100000,0,0.0159000000,0.0001000000,-0.0001000000,0,3.20000000,0.16000000,-0.11000000,0,57.20000000,1.60000000,-1.60000000,0,0.000000,,,0,,,,,1871.00,30.00,-25.00,0,K0 V,5251.00,71.00,-71.00,0,0.870000,0.030000,-0.020000,0,0.880000,0.020000,-0.020000,0,0.2560,0.0480,-0.0480,0,4.460000,0.040000,-0.040000,0,222.85200000,3.75000000,-3.62900000,12.3490000,0.0460000,-0.0460000,10.7760000,0.0220000,-0.0220000,10.3150000,0.0210000,-0.0210000,12.0630000,0.0002460,-0.0002460
TOI-2411 b,TOI-2411,1,0.78269420000,0.00000370000,-0.00000370000,0,0.0144000000,0.0001000000,-0.0001000000,0,1.68000000,0.11000000,-0.11000000,0,,,,,,,,,,,,,1355.00,45.00,-45.00,0,,4099.00,123.00,-123.00,0,0.680000,0.020000,-0.020000,0,0.650000,0.020000,-0.020000,0,,,,,4.590000,0.030000,-0.030000,0,59.53620000,0.28780000,-0.28520000,11.2720000,0.1110000,-0.1110000,9.3300000,0.0240000,-0.0240000,8.5320000,0.0230000,-0.0230000,11.2198000,0.0007840,-0.0007840
WASP-19 b,WASP-19,1,0.78883852000,0.00000075000,-0.00000082000,0,0.0165200000,0.0005000000,-0.0005600000,0,15.86070769,0.49319515,-0.53803107,0,366.77398168,24.79061575,-25.42627256,0,0.012600,0.014000,-0.008900,0,3320.0000,190.0000,-180.0000,0,2113.00,29.00,-29.00,0,,5616.00,66.00,-65.00,0,1.006000,0.031000,-0.034000,0,0.965000,0.091000,-0.095000,0,0.0400,0.2500,-0.3000,0,4.417000,0.020000,-0.021000,0,268.32500000,1.72000000,-1.69800000,12.2480000,0.0690000,-0.0690000,10.9110000,0.0260000,-0.0260000,10.4810000,0.0230000,-0.0230000,12.1088000,0.0005330,-0.0005330
Kepler-1331 b,Kepler-1331,1,0.78916165300,0.00000121400,-0.00000121400,0,,,,,1.05000000,0.09000000,-0.08000000,0,,,,,,,,,,,,,,,,,,4508.00,243.21,-204.59,0,0.690000,0.048000,-0.044000,0,0.720000,0.050000,-0.054000,0,0.0500,0.1550,-0.1600,0,4.630000,0.029000,-0.033000,0,319.19700000,2.61400000,-2.57200000,15.5800000,0.1830000,-0.1830000,13.0840000,0.0210000,-0.0210000,12.3180000,0.0210000,-0.0210000,15.0318000,0.0004070,-0.0004070
LTT 9779 b,LTT 9779,1,0.79205200000,0.00000930000,-0.00000930000,0,0.0167900000,0.0001400000,-0.0001200000,0,4.72000000,0.23000000,-0.23000000,0,29.32000000,0.78000000,-0.81000000,0,0.000000,,,0,,,,,1978.00,19.00,-19.00,0,G7 V,5443.00,14.00,-13.00,0,0.949000,0.006000,-0.006000,0,1.020000,0.020000,-0.030000,0,0.2700,0.0300,-0.0300,0,4.350000,0.160000,-0.120000,0,80.43730000,0.31740000,-0.31500000,9.7900000,0.0300000,-0.0300000,8.4460000,0.0240000,-0.0240000,8.0160000,0.0290000,-0.0290000,9.6000600,0.0002900,-0.0002900
K2-413 b,K2-413,1,0.80940000000,0.00003000000,-0.00003000000,0,0.0117000000,0.0009000000,-0.0012000000,0,0.75990000,0.07580000,-0.04960000,0,,,,,,,,,921.7550,,,0,,,,,,4116.00,138.00,-138.00,0,0.700000,0.055000,-0.048000,0,0.808000,0.364000,-0.256000,0,-0.2050,0.2350,-0.2350,0,4.656000,0.150000,-0.150000,0,285.16200000,3.56900000,-3.48300000,15.0130000,0.1720000,-0.1720000,12.6440000,0.0260000,-0.0260000,11.8600000,0.0260000,-0.0260000,14.5773000,0.0004340,-0.0004340
K2-156 b,K2-156,1,0.81314300000,0.00007700000,-0.00007700000,0,,,,,1.10000000,0.09000000,-0.06000000,0,,,,,,,,,,,,,,,,,,4460.00,50.00,-50.00,0,0.620000,0.020000,-0.020000,0,,,,,-0.3300,0.0800,-0.0800,0,4.700000,0.100000,-0.100000,0,150.21000000,1.08500000,-1.06900000,13.4000000,0.1140000,-0.1140000,11.1390000,0.0300000,-0.0300000,10.3910000,0.0230000,-0.0230000,12.9484000,0.0005860,-0.0005860
Kepler-1139 b,Kepler-1139,1,0.81316671900,0.00000125100,-0.00000125100,0,,,,,1.19000000,0.17000000,-0.08000000,0,,,,,,,,,,,,,,,,,,5550.00,105.36,-153.89,0,0.910000,0.124000,-0.061000,0,0.940000,0.044000,-0.050000,0,0.0500,0.1280,-0.1520,0,4.500000,0.050000,-0.118000,0,495.15600000,4.88600000,-4.88600000,14.2290000,0.1600000,-0.1600000,12.7480000,0.0240000,-0.0240000,12.3390000,0.0230000,-0.0230000,14.1349000,0.0005850,-0.0005850
WASP-43 b,WASP-43,1,0.81347500000,0.00000100000,-0.00000100000,0,0.0142000000,0.0004000000,-0.0004000000,0,10.42400000,0.78500000,-1.00900000,0,565.71400000,31.78200000,-31.78200000,0,0.000000,,,0,,,,,,,,,,4400.00,200.00,-200.00,0,0.600000,0.030000,-0.040000,0,0.580000,0.050000,-0.050000,0,-0.0500,0.1700,-0.1700,0,4.650000,0.060000,-0.040000,0,86.74670000,0.32810000,-0.32570000,12.3050000,0.0570000,-0.0570000,9.9950000,0.0240000,-0.0240000,9.2670000,0.0260000,-0.0260000,11.9070000,0.0018470,-0.0018470
Kepler-10 b,Kepler-10,1,0.83749070000,0.00000020000,-0.00000020000,0,0.0168500000,0.0001300000,-0.0001300000,0,1.47000000,0.03000000,-0.02000000,0,3.26000000,0.30000000,-0.30000000,0,0.000000,,,0,3820.0000,120.0000,-120.0000,0,2188.00,16.00,-16.00,0,,5708.00,28.00,-28.00,0,1.065000,0.009000,-0.009000,0,0.910000,0.021000,-0.021000,0,-0.1500,0.0400,-0.0400,0,,,,,185.50600000,0.81100000,-0.80500000,11.0430000,0.0230000,-0.0230000,9.8890000,0.0220000,-0.0220000,9.4960000,0.0210000,-0.0210000,10.9191000,0.0003180,-0.0003180
HATS-18 b,HATS-18,1,0.83784000000,0.00000047000,-0.00000047000,0,0.0174000000,0.0009800000,-0.0009800000,0,14.89676100,0.84067500,-0.84067500,0,629.14448500,24.15508000,-24.15508000,0,,,,,,,,,2069.48,45.00,-45.00,0,,5600.00,120.00,-120.00,0,1.020000,0.057000,-0.031000,0,1.037000,0.047000,-0.047000,0,,,,,,,,,624.36800000,16.14700000,-15.36600000,14.1880000,0.0800000,-0.0800000,12.7360000,0.0260000,-0.0260000,12.2890000,0.0280000,-0.0280000,13.8786000,0.0006130,-0.0006130
Kepler-1315 b,Kepler-1315,1,0.84338011000,0.00000082100,-0.00000082100,0,,,,,1.38000000,0.08000000,-0.06000000,0,,,,,,,,,,,,,,,,,,4861.00,81.92,-112.47,0,0.750000,0.030000,-0.032000,0,0.800000,0.034000,-0.037000,0,0.0700,0.1570,-0.1650,0,4.600000,0.019000,-0.037000,0,480.86900000,5.72400000,-5.72400000,15.1330000,0.0690000,-0.0690000,13.3300000,0.0300000,-0.0300000,12.6840000,0.0310000,-0.0310000,14.9517000,0.0003800,-0.0003800
TOI-1347 b,TOI-1347,1,0.84742346000,0.00000061000,-0.00000061000,0,,,,,1.80000000,0.10000000,-0.10000000,0,11.10000000,1.20000000,-1.20000000,0,0.000000,,,0,,,,,1400.00,40.00,-40.00,0,,5464.00,100.00,-100.00,0,0.830000,0.030000,-0.030000,0,0.913000,0.033000,-0.033000,0,0.0400,0.0600,-0.0600,0,4.640000,0.100000,-0.100000,0,147.47600000,1.05000000,-1.03500000,11.1680000,0.0130000,-0.0130000,10.0110000,0.0200000,-0.0200000,9.6160000,0.0150000,-0.0150000,11.2087000,0.0011500,-0.0011500
Kepler-1579 b,Kepler-1579,1,0.84990788900,0.00000292700,-0.00000292700,0,,,,,0.84000000,0.06000000,-0.05000000,0,,,,,,,,,,,,,,,,,,4584.00,61.63,-74.20,0,0.700000,0.022000,-0.027000,0,0.750000,0.027000,-0.043000,0,0.1100,0.1340,-0.2010,0,4.630000,0.013000,-0.020000,0,,,,15.4900000,0.1370000,-0.1370000,13.4390000,0.0230000,-0.0230000,12.7440000,0.0360000,-0.0360000,15.2481000,0.0011550,-0.0011550
CoRoT-7 b,CoRoT-7,1,0.85359163000,0.00000000600,-0.00000000600,0,,,,,1.68135000,0.11209000,-0.11209000,0,4.07660518,1.01981794,-1.01981794,0,0.000000,,,0,,,,,,,,,,5275.00,75.00,-75.00,0,0.830000,0.040000,-0.040000,0,0.820000,0.170000,-0.170000,0,0.0500,,,0,4.500000,0.100000,-0.100000,0,159.90600000,0.91700000,-0.90600000,11.7280000,0.0270000,-0.0270000,10.3010000,0.0240000,-0.0240000,9.8060000,0.0210000,-0.0210000,11.5239000,0.0004620,-0.0004620
